"UUID","FILE","QUOTE_TRANSCRIPTION","ANCHOR","TYPE","URI","VOCAB_LABEL","VOCAB_TEMPORAL_BOUNDS","LAT","LNG","PLACE_TYPE","VERIFICATION_STATUS","TAGS","COMMENTS","GROUP_ID","GROUP_ORDER"
"3db06a3b-c875-4699-830b-541afb4ae20c","Domar a la divina garza - Sergio Pitol.txt","México","char-offset:219616","PLACE","http://sws.geonames.org/3523272","México","","19.364702786652465","-99.63794497692585","","VERIFIED","","","",""
"1a82831b-5fbb-4eb6-9060-58f109b7769f","Domar a la divina garza - Sergio Pitol.txt","Marietta Karapetiz","char-offset:222456","PERSON","","","","","","","","#creación literaria|#narrativa|#novela|#personajes","Antagonista de DDG|Personaje de la novela escrita por el viejo novelista que se llamará ""Domar a la divina garza""

","",""
"83b79a9e-603d-4785-b010-696baa23f63c","Domar a la divina garza - Sergio Pitol.txt","Marietta Karapetiz","char-offset:225444","PERSON","","","","","","","","#creación literaria|#narrativa|#novela|#personajes","Antagonista de DDG|Personaje de la novela escrita por el viejo novelista que se llamará ""Domar a la divina garza""

","",""
"1697fcb2-5cb2-4c8a-9d70-0da0133458b4","Domar a la divina garza - Sergio Pitol.txt","la fiesta","char-offset:229070","","","","","","","","","#creación literaria|#carnaval|#novela","Conexión con el carnaval, el ritual","",""
"c00a07b4-193a-45a4-b65b-2ddf3293a21a","Domar a la divina garza - Sergio Pitol.txt","México","char-offset:231266","PLACE","http://sws.geonames.org/3523272","México","","19.364702786652465","-99.63794497692585","","VERIFIED","","","",""
"7dea185a-a8ae-4cd3-87e7-f4cee925d760","Domar a la divina garza - Sergio Pitol.txt","Marietta Karapetiz","char-offset:231745","PERSON","","","","","","","","#creación literaria|#narrativa|#novela|#personajes","Antagonista de DDG|Personaje de la novela escrita por el viejo novelista que se llamará ""Domar a la divina garza""

","",""
"3cb16cab-a99c-4f9a-b701-5aa17646abf3","Domar a la divina garza - Sergio Pitol.txt","Marietta Karapetiz","char-offset:232752","PERSON","","","","","","","","#creación literaria|#narrativa|#novela|#personajes","Antagonista de DDG|Personaje de la novela escrita por el viejo novelista que se llamará ""Domar a la divina garza""

","",""
"75fa5bd0-d1f6-4e20-8008-aff345fbebfa","Domar a la divina garza - Sergio Pitol.txt","Dante C. de la Estrella","char-offset:234179","PERSON","","","","","","","","#creación literaria|#narrativa|#novela|#personajes","Protagonista de DDG|Personaje de la novela escrita por el viejo novelista que se llamará ""Domar a la divina garza""","",""
"2c626377-34c4-456c-8228-15288802ce51","Domar a la divina garza - Sergio Pitol.txt","Marietta Karapetiz,","char-offset:236578","PERSON","","","","","","","","#creación literaria|#narrativa|#personajes","Antagonista en DDG","",""
"df91d1a8-e7c6-44c5-a7c7-21461c772bd5","Domar a la divina garza - Sergio Pitol.txt","Marietta Karapetiz","char-offset:239192","PERSON","","","","","","","","#creación literaria|#narrativa|#novela|#personajes","Antagonista de DDG|Personaje de la novela escrita por el viejo novelista que se llamará ""Domar a la divina garza""

","",""
